"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M",
"860Z200US98942","ZCTA5 98942","1829","320","40","45","144","99","175","98","213","118","431","226","96","71","173","153","164","147","173","140","220","137",
"860Z200US98943","ZCTA5 98943","120","46","0","13","7","12","17","23","0","13","23","29","26","30","0","13","12","17","19","25","16","21",
"860Z200US98944","ZCTA5 98944","2402","418","43","43","288","235","332","151","387","198","209","121","168","112","169","106","160","98","520","249","126","86",
"860Z200US98946","ZCTA5 98946","31","24","5","5","11","20","6","11","0","13","0","13","0","13","0","13","3","5","6","6","0","13",
"860Z200US98947","ZCTA5 98947","230","95","16","18","43","35","5","9","22","27","11","10","33","42","0","13","66","69","14","17","20","32",
"860Z200US98948","ZCTA5 98948","1453","196","108","60","232","76","225","71","177","50","128","54","122","62","76","38","71","40","169","69","145","59",
"860Z200US98950","ZCTA5 98950","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98951","ZCTA5 98951","1597","183","104","45","229","100","227","103","154","60","46","32","86","45","78","45","71","39","238","104","364","108",
"860Z200US98952","ZCTA5 98952","167","50","29","30","23","19","11","12","6","10","0","13","14","14","10","12","0","13","7","11","67","32",
"860Z200US98953","ZCTA5 98953","496","159","42","58","39","43","37","30","96","71","93","64","81","85","21","26","0","19","69","53","18","14",
"860Z200US99001","ZCTA5 99001","1578","209","75","97","69","58","202","125","128","73","96","72","200","125","239","122","125","78","382","143","62","86",
"860Z200US99003","ZCTA5 99003","264","124","58","63","119","89","16","26","0","13","0","13","10","17","45","48","0","13","0","13","16","26",
"860Z200US99004","ZCTA5 99004","3717","341","118","112","180","109","377","223","381","141","368","162","205","88","184","105","345","176","1241","293","318","157",
"860Z200US99005","ZCTA5 99005","318","136","0","21","97","85","35","30","18","28","34","38","0","21","0","21","84","79","15","24","35","34",
"860Z200US99006","ZCTA5 99006","830","200","5","8","41","41","26","32","111","69","177","129","82","67","80","61","27","40","207","115","74","50",
"860Z200US99008","ZCTA5 99008","44","35","7","10","0","13","0","13","0","13","0","13","0","13","0","13","0","13","19","30","18","14",
"860Z200US99009","ZCTA5 99009","143","58","11","18","0","13","31","26","0","13","0","13","3","6","0","13","45","34","24","28","29","35",
"860Z200US99011","ZCTA5 99011","753","130","31","35","24","31","52","30","147","105","117","42","73","60","53","38","57","41","158","51","41","33",
"860Z200US99012","ZCTA5 99012","106","45","18","19","18","18","15","14","1","2","7","10","0","13","0","13","0","13","29","29","18","20",
"860Z200US99013","ZCTA5 99013","202","80","34","19","3","5","14","12","5","8","12","10","0","13","7","8","75","77","33","22","19","15",
"860Z200US99014","ZCTA5 99014","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US99016","ZCTA5 99016","1899","407","34","39","42","53","196","138","236","141","245","165","201","137","37","76","158","138","552","268","198","170",
"860Z200US99017","ZCTA5 99017","8","6","1","3","0","13","0","13","0","13","1","2","0","13","0","13","0","13","1","2","5","5",
"860Z200US99018","ZCTA5 99018","36","26","0","13","0","13","0","13","0","13","0","13","5","8","5","7","0","13","2","4","24","21",
"860Z200US99019","ZCTA5 99019","1455","335","166","247","80","68","94","75","239","138","148","169","138","94","10","18","228","147","348","160","4","8",
"860Z200US99020","ZCTA5 99020","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US99021","ZCTA5 99021","313","120","8","12","8","13","58","49","23","37","57","53","26","23","73","65","15","17","10","15","35","47",
"860Z200US99022","ZCTA5 99022","676","281","10","17","206","186","178","163","80","93","5","9","106","162","52","77","18","29","21","34","0","19",
"860Z200US99023","ZCTA5 99023","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US99025","ZCTA5 99025","106","98","36","58","38","62","0","19","32","50","0","19","0","19","0","19","0","19","0","19","0","19",
"860Z200US99026","ZCTA5 99026","141","75","3","15","0","19","44","43","42","44","0","19","19","28","0","19","0","19","0","19","33","31",
"860Z200US99027","ZCTA5 99027","183","110","6","9","0","19","73","75","50","80","0","19","0","19","17","27","19","30","0","19","18","29",
"860Z200US99029","ZCTA5 99029","143","61","21","24","27","25","11","17","21","23","0","13","0","13","12","17","0","13","0","13","51","52",
"860Z200US99030","ZCTA5 99030","15","9","0","13","0","13","1","3","0","13","1","2","0","13","6","8","0","13","2","5","5","7",
"860Z200US99031","ZCTA5 99031","57","32","0","13","10","15","0","13","0","13","12","17","0","13","10","14","0","13","3","6","22","18",
"860Z200US99032","ZCTA5 99032","70","40","2","3","2","3","0","13","27","33","6","12","0","13","0","13","2","3","8","8","23","19",
"860Z200US99033","ZCTA5 99033","119","49","2","3","3","4","22","19","38","25","28","34","1","3","8","12","12","18","4","3","1","4",
"860Z200US99034","ZCTA5 99034","77","84","0","13","0","13","0","13","0","13","0","13","0","13","65","81","0","13","0","13","12","20",
"860Z200US99036","ZCTA5 99036","89","67","0","13","0","13","26","42","8","12","7","11","0","13","0","13","0","13","12","19","36","45",
"860Z200US99037","ZCTA5 99037","2100","269","0","21","87","63","200","131","355","189","422","175","93","65","183","95","173","122","520","210","67","81",
"860Z200US99039","ZCTA5 99039","11","9","0","13","0","13","2","3","3","4","0","13","0","13","0","13","0","13","0","13","6","7",
"860Z200US99040","ZCTA5 99040","77","40","48","38","16","14","2","4","0","13","0","13","0","13","4","6","4","8","0","13","3","6",
"860Z200US99101","ZCTA5 99101","57","48","0","13","1","3","0","13","0","13","13","23","3","4","0","13","5","7","4","5","31","41",
"860Z200US99102","ZCTA5 99102","116","59","18","18","0","13","30","34","17","19","0","13","25","21","11","16","0","13","10","14","5","8",
"860Z200US99103","ZCTA5 99103","54","30","9","14","5","7","14","19","1","2","0","13","0","13","0","13","1","2","10","12","14","11",
"860Z200US99105","ZCTA5 99105","1","3","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1","3",
"860Z200US99109","ZCTA5 99109","447","109","12","13","12","12","45","40","45","29","141","71","55","59","25","21","6","10","30","34","76","52",
"860Z200US99110","ZCTA5 99110","149","122","0","13","18","29","62","66","66","98","0","13","0","13","3","8","0","13","0","13","0","13",
"860Z200US99111","ZCTA5 99111","460","112","29","25","28","27","50","32","61","50","28","28","32","45","37","39","2","3","178","87","15","13",
"860Z200US99113","ZCTA5 99113","37","20","3","4","22","16","0","13","0","13","8","7","0","13","1","2","3","5","0","13","0","13",
"860Z200US99114","ZCTA5 99114","1526","245","116","80","187","87","100","62","186","101","127","65","137","74","164","94","59","67","290","86","160","79",
"860Z200US99115","ZCTA5 99115","152","72","7","7","23","23","9","14","9","14","2","3","7","11","13","15","0","13","21","22","61","60",
"860Z200US99116","ZCTA5 99116","239","66","39","29","9","7","55","39","21","16","17","14","3","6","13","10","26","18","27","18","29","21",
"860Z200US99117","ZCTA5 99117","34","20","6","9","0","13","12","13","0","13","4","6","0","13","0","13","0","13","3","4","9","9",
"860Z200US99118","ZCTA5 99118","102","56","23","29","25","23","4","7","0","13","0","13","0","13","0","13","15","23","3","5","32","28",
"860Z200US99119","ZCTA5 99119","87","46","2","3","1","2","0","13","11","17","0","13","12","14","3","6","25","33","3","6","30","20",
"860Z200US99121","ZCTA5 99121","21","25","0","13","0","13","0","13","0","13","0","13","0","13","3","5","0","13","3","6","15","24",
"860Z200US99122","ZCTA5 99122","361","78","0","13","59","38","89","62","64","37","20","23","8","9","3","5","32","38","18","17","68","34",
"860Z200US99123","ZCTA5 99123","61","46","0","13","13","20","13","19","0","13","26","34","0","13","9","12","0","13","0","13","0","13",
"860Z200US99124","ZCTA5 99124","24","13","3","4","0","13","2","3","3","3","8","8","2","3","0","13","0","13","3","5","3","4",
"860Z200US99125","ZCTA5 99125","94","39","1","3","6","11","15","18","9","7","3","3","0","13","0","13","22","28","2","3","36","26",
"860Z200US99126","ZCTA5 99126","29","30","0","13","21","28","0","13","0","13","0","13","8","12","0","13","0","13","0","13","0","13",
"860Z200US99128","ZCTA5 99128","27","15","2","3","0","13","11","10","2","3","1","4","0","13","0","13","1","3","1","2","9","8",
"860Z200US99129","ZCTA5 99129","95","37","29","27","6","7","16","12","5","8","0","13","0","13","0","13","7","10","0","13","32","17",
"860Z200US99130","ZCTA5 99130","60","30","0","13","27","21","6","10","5","7","0","13","0","13","2","3","0","13","8","9","12","15",
"860Z200US99131","ZCTA5 99131","35","39","0","13","0","13","3","5","0","13","32","39","0","13","0","13","0","13","0","13","0","13",
"860Z200US99133","ZCTA5 99133","238","90","0","13","50","51","48","55","45","42","17","17","23","19","0","13","11","19","44","30","0","13",
"860Z200US99134","ZCTA5 99134","61","30","4","5","11","16","1","2","0","13","5","6","11","16","0","13","5","6","24","15","0","13",
"860Z200US99135","ZCTA5 99135","16","13","5","9","1","2","7","10","0","13","0","13","0","13","0","13","0","13","3","4","0","13",
"860Z200US99136","ZCTA5 99136","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US99137","ZCTA5 99137","68","57","0","13","0","13","42","50","0","13","0","13","13","20","13","20","0","13","0","13","0","13",
"860Z200US99138","ZCTA5 99138","161","41","15","11","10","10","21","13","10","7","16","15","3","5","18","13","7","11","13","13","48","26",
"860Z200US99139","ZCTA5 99139","103","48","35","38","0","13","12","14","0","13","0","13","20","16","8","11","5","8","1","2","22","28",
"860Z200US99140","ZCTA5 99140","48","18","7","8","7","7","5","6","2","3","1","4","4","5","4","4","3","4","0","13","15","10",
"860Z200US99141","ZCTA5 99141","715","198","33","39","89","58","123","92","27","27","24","12","63","44","22","18","57","52","87","64","190","109",
"860Z200US99143","ZCTA5 99143","44","17","4","4","7","9","0","13","2","3","1","2","1","2","1","2","5","7","7","9","16","9",
"860Z200US99144","ZCTA5 99144","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US99146","ZCTA5 99146","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US99147","ZCTA5 99147","4","5","0","13","0","13","0","13","0","13","0","13","0","13","0","13","4","5","0","13","0","13",
"860Z200US99148","ZCTA5 99148","86","60","24","38","0","13","5","8","0","13","0","13","26","37","7","12","0","13","0","13","24","31",
"860Z200US99149","ZCTA5 99149","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US99150","ZCTA5 99150","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US99151","ZCTA5 99151","11","9","0","13","0","13","2","3","2","3","2","3","0","13","3","6","0","13","2","3","0","13",
"860Z200US99152","ZCTA5 99152","14","12","0","13","0","13","6","10","0","13","0","13","0","13","0","13","0","13","2","4","6","7",
"860Z200US99153","ZCTA5 99153","97","49","7","12","15","15","10","10","15","14","3","5","8","10","10","11","0","13","12","13","17","27",
"860Z200US99154","ZCTA5 99154","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US99155","ZCTA5 99155","129","38","22","14","12","11","20","15","2","3","11","9","8","9","4","6","5","10","18","13","27","13",
"860Z200US99156","ZCTA5 99156","884","201","112","102","66","51","132","102","75","51","46","31","59","58","66","54","92","59","105","65","131","97",
"860Z200US99157","ZCTA5 99157","99","53","0","13","15","14","40","42","8","13","7","8","11","12","0","13","5","8","8","13","5","9",
"860Z200US99158","ZCTA5 99158","37","19","3","4","4","5","1","2","4","5","4","5","0","13","2","3","0","13","0","13","19","17",
"860Z200US99159","ZCTA5 99159","149","54","23","26","25","21","3","4","20","19","10","17","9","13","0","13","4","6","21","25","34","26",
"860Z200US99160","ZCTA5 99160","16","23","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","23","0","13",
"860Z200US99161","ZCTA5 99161","100","29","6","7","15","9","11","8","0","13","17","14","9","11","11","12","4","5","11","8","16","10",
"860Z200US99163","ZCTA5 99163","8267","538","182","105","573","274","741","213","688","183","598","252","426","159","456","171","671","210","3297","380","635","217",
"860Z200US99166","ZCTA5 99166","325","94","37","35","9","12","61","50","29","39","4","7","42","29","16","13","39","30","72","38","16","19",
"860Z200US99167","ZCTA5 99167","30","34","10","17","12","29","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","7",
"860Z200US99169","ZCTA5 99169","236","58","6","9","48","27","24","19","35","27","30","22","12","17","0","13","0","13","51","33","30","19",
"860Z200US99170","ZCTA5 99170","62","29","23","19","7","7","0","13","12","12","0","13","0","13","0","13","0","13","16","14","4","4",
"860Z200US99171","ZCTA5 99171","101","34","0","13","3","4","7","7","2","4","7","12","3","4","22","19","17","15","23","18","17","10",
"860Z200US99173","ZCTA5 99173","63","51","0","13","32","37","0","13","5","8","0","13","17","29","0","13","0","13","5","9","4","7",
"860Z200US99174","ZCTA5 99174","8","10","5","9","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","3","4",
"860Z200US99176","ZCTA5 99176","8","7","2","4","0","13","0","13","0","13","0","13","0","13","0","13","0","13","3","4","3","4",
"860Z200US99179","ZCTA5 99179","54","35","0","13","11","14","23","19","0","13","0","13","0","13","0","13","0","13","0","13","20","24",
"860Z200US99180","ZCTA5 99180","52","45","0","13","0","13","0","13","0","13","14","18","0","13","0","13","0","13","0","13","38","41",
"860Z200US99181","ZCTA5 99181","144","59","4","6","0","13","18","22","0","13","19","21","0","13","30","40","14","21","18","27","41","32",
"860Z200US99185","ZCTA5 99185","161","56","35","31","6","11","8","9","33","28","39","30","10","9","2","3","5","8","7","7","16","10",
"860Z200US99201","ZCTA5 99201","5427","410","370","149","352","118","462","200","472","180","554","136","438","155","327","130","584","202","1623","314","245","130",
"860Z200US99202","ZCTA5 99202","3989","541","219","114","313","170","249","129","368","155","339","120","544","325","258","148","357","140","1201","260","141","85",
"860Z200US99203","ZCTA5 99203","2194","369","33","30","264","100","231","96","293","116","329","113","210","98","153","90","84","54","583","256","14","17",
"860Z200US99204","ZCTA5 99204","2781","319","132","97","195","99","356","165","333","104","417","151","248","114","325","188","145","98","561","189","69","71",
"860Z200US99205","ZCTA5 99205","5018","474","116","69","277","133","508","156","750","194","727","227","534","202","412","151","288","113","1156","238","250","98",
"860Z200US99206","ZCTA5 99206","6404","557","125","68","551","262","1007","237","530","170","737","245","755","331","446","175","651","208","1401","269","201","100",
"860Z200US99207","ZCTA5 99207","5983","657","339","164","514","213","466","268","603","207","739","243","615","235","484","230","585","206","1452","325","186","119",
"860Z200US99208","ZCTA5 99208","8191","575","251","149","356","132","830","281","1334","301","985","253","562","175","937","271","1115","425","1730","349","91","47",
"860Z200US99212","ZCTA5 99212","2878","401","100","77","233","209","300","132","334","116","325","158","248","136","174","102","271","152","741","254","152","94",
"860Z200US99216","ZCTA5 99216","6334","569","144","111","484","239","735","216","1091","308","832","278","472","174","498","325","555","184","1288","277","235","133",
"860Z200US99217","ZCTA5 99217","2559","427","12","14","173","75","390","217","405","160","417","174","172","87","99","67","126","92","587","253","178","149",
"860Z200US99218","ZCTA5 99218","2840","457","65","52","155","91","271","96","385","175","233","115","242","123","222","105","496","202","675","283","96","67",
"860Z200US99223","ZCTA5 99223","4925","417","339","139","337","147","625","227","566","170","407","168","611","210","185","102","464","288","1129","268","262","109",
"860Z200US99224","ZCTA5 99224","3775","442","210","137","387","138","398","134","544","150","471","173","265","108","122","107","438","265","863","217","77","49",
"860Z200US99251","ZCTA5 99251","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US99258","ZCTA5 99258","4","7","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","4","7","0","13",
"860Z200US99301","ZCTA5 99301","7955","660","456","205","892","276","762","240","839","216","779","226","723","226","670","232","868","301","1396","368","570","219",
"860Z200US99320","ZCTA5 99320","518","229","23","22","70","67","55","37","24","33","11","14","9","14","34","41","101","130","77","73","114","148",
"860Z200US99321","ZCTA5 99321","64","68","0","13","0","13","0","13","0","13","21","36","0","13","0","13","0","13","12","19","31","55",
"860Z200US99322","ZCTA5 99322","33","16","10","9","4","5","7","8","0","13","0","13","0","13","0","13","3","5","7","10","2","5",
"860Z200US99323","ZCTA5 99323","176","86","0","13","13","19","10","15","11","12","12","19","35","59","16","23","47","56","0","13","32","35",
"860Z200US99324","ZCTA5 99324","1136","197","9","16","19","30","206","94","184","123","91","54","73","60","67","72","195","151","255","138","37","36",
"860Z200US99326","ZCTA5 99326","431","152","44","37","90","102","71","69","0","19","60","47","54","46","17","28","0","19","51","49","44","48",
"860Z200US99328","ZCTA5 99328","361","121","20","23","27","26","77","69","13","18","46","52","18","21","19","23","19","21","57","47","65","49",
"860Z200US99329","ZCTA5 99329","5","7","0","13","0","13","2","4","0","13","0","13","0","13","0","13","0","13","0","13","3","6",
"860Z200US99330","ZCTA5 99330","17","30","17","30","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US99333","ZCTA5 99333","5","7","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","5","7",
"860Z200US99335","ZCTA5 99335","19","16","4","6","3","5","0","13","0","13","0","13","0","13","0","13","0","13","4","5","8","9",
"860Z200US99336","ZCTA5 99336","9815","691","330","203","731","225","812","238","1323","317","812","245","1183","349","569","261","1077","307","2606","554","372","170",
"860Z200US99337","ZCTA5 99337","1384","308","79","57","197","118","201","134","143","84","72","55","49","32","164","129","81","70","305","139","93","61",
"860Z200US99338","ZCTA5 99338","1080","291","77","89","108","88","145","103","140","88","88","83","184","147","24","28","82","101","213","113","19","23",
"860Z200US99341","ZCTA5 99341","44","25","15","17","16","16","0","13","0","13","7","11","0","13","0","13","0","13","4","5","2","3",
"860Z200US99343","ZCTA5 99343","221","106","12","15","74","49","50","76","12","15","33","53","0","13","0","13","0","13","9","13","31","33",
"860Z200US99344","ZCTA5 99344","1836","307","25","25","410","170","87","83","122","69","120","78","153","109","128","96","137","84","429","168","225","110",
"860Z200US99345","ZCTA5 99345","26","21","0","13","5","8","0","13","2","3","2","3","0","13","0","13","0","13","14","19","3","5",
"860Z200US99346","ZCTA5 99346","28","27","0","13","4","6","0","13","10","12","0","13","0","13","0","13","14","23","0","13","0","13",
"860Z200US99347","ZCTA5 99347","281","84","8","14","50","30","13","20","14","17","9","14","35","38","0","13","8","15","51","45","93","43",
"860Z200US99348","ZCTA5 99348","420","139","41","34","142","101","37","34","43","51","16","17","12","21","37","58","0","13","31","32","61","63",
"860Z200US99349","ZCTA5 99349","1007","237","21","23","85","53","168","100","96","81","220","175","36","41","30","34","105","67","164","136","82","72",
"860Z200US99350","ZCTA5 99350","1685","311","150","105","186","112","275","171","125","97","128","87","63","47","49","52","115","73","320","171","274","144",
"860Z200US99352","ZCTA5 99352","4686","514","154","96","589","274","336","129","749","308","790","235","364","149","266","133","408","211","937","239","93","61",
"860Z200US99353","ZCTA5 99353","954","222","18","28","103","67","151","110","159","117","108","77","46","31","20","33","49","43","245","108","55","37",
"860Z200US99354","ZCTA5 99354","3901","391","143","80","363","141","631","182","529","166","771","213","234","94","173","86","398","180","400","130","259","140",
"860Z200US99356","ZCTA5 99356","41","21","2","4","0","13","0","13","1","3","10","12","14","13","4","6","0","13","3","7","7","7",
"860Z200US99357","ZCTA5 99357","320","119","39","49","19","28","30","34","65","51","0","13","34","34","0","13","33","40","16","19","84","50",
"860Z200US99359","ZCTA5 99359","13","13","0","13","2","3","2","3","0","13","0","13","0","13","0","13","0","13","6","9","3","5",
"860Z200US99360","ZCTA5 99360","112","66","9","13","3","5","0","13","0","13","4","8","0","13","21","27","8","13","5","7","62","54",
"860Z200US99361","ZCTA5 99361","279","124","0","13","16","13","22","22","35","41","30","44","0","13","24","22","1","3","31","22","120","111",
"860Z200US99362","ZCTA5 99362","5845","538","233","141","333","133","400","142","779","277","764","262","382","153","561","256","554","194","1296","263","543","184",
"860Z200US99363","ZCTA5 99363","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US99371","ZCTA5 99371","35","19","12","15","0","13","1","2","0","13","0","13","1","3","0","13","0","13","1","3","20","12",
"860Z200US99401","ZCTA5 99401","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US99402","ZCTA5 99402","76","43","7","11","0","13","0","13","33","23","0","13","3","7","0","13","4","6","18","23","11","17",
"860Z200US99403","ZCTA5 99403","2416","254","107","52","254","102","389","135","206","86","252","120","261","127","179","94","92","57","515","163","161","81",
